2.749470223666881652e-01	-4.390043051991501244e-01
2.899461975834573546e-01	3.634508739188870297e-01
1.080280418733289949e+00	8.377028672135765353e-02
-4.721667723969795727e-01	2.491993416831020935e-01
-9.669230665868611130e-01	-5.576346436880943447e-01
1.173586752352683560e-01	4.011326511334425970e-01
5.564575726552266344e-02	4.949341990712658457e-01
-5.331624465857022210e-01	8.289630474663842730e-01
-9.284410791378425731e-01	5.266226349862536127e-01
1.178560930820938268e-01	-5.919120888325614116e-01
6.428465419982200002e-01	7.708672024508459453e-01
-3.221775811650396948e-01	-3.331606162501243862e-01
2.832122861359057109e-01	3.719780203768873195e-01
8.313984216757540624e-01	5.504593126027672589e-01
-4.666110426442613562e-02	-5.322507932701699973e-01
1.609098675251549038e-01	-5.504620890710416603e-01
9.057456176859686181e-01	2.337709420627947232e-01
2.415934201584422347e-01	-4.596150481838370827e-01
-2.953200776614673395e-01	-1.091325386800396258e+00
-8.577353915471768175e-01	6.240957933408580738e-01
3.179578997667659168e-01	9.833876351423194162e-01
1.137671906020376739e-01	5.890744102174887420e-01
-4.754538832636640011e-01	-2.160169865298487979e-01
2.668240098339086375e-01	4.825644071725581075e-01
-6.273861295398567295e-01	-7.511182409248583491e-01
7.227923700179235134e-01	-7.188892529704866696e-01
-5.184231706904285364e-01	2.171107959013152955e-01
8.438981547295500985e-01	-4.899838478281787202e-01
4.318162358956356695e-01	-2.976920101796258766e-01
-4.151965919280917183e-01	2.130444442592210053e-01
3.577169140009742176e-01	-3.626910843355463654e-01
-4.222039511837841763e-01	-3.406574023259893447e-01
-3.945296969745621940e-01	2.888668135337948972e-01
-3.054509377342596865e-01	2.423318538972376035e-01
1.905554334138236661e-01	1.119696543179279136e+00
6.389516266568803227e-01	-1.930324240157672844e-01
7.235575808238307038e-01	-8.441681000085698994e-01
7.670213252241449009e-01	7.979275425259649834e-01
5.404033080816773582e-01	1.599136818516851133e-01
-1.007516075444659043e+00	2.364098601975586078e-01
-1.163187954498016430e-01	-5.123745204535161690e-01
2.511788283999623062e-01	3.514259765033930227e-01
5.317680655620788954e-01	-9.107600294045652412e-01
-6.223430751721068521e-01	1.901997978703792169e-01
-5.400866117352404183e-01	-1.991251701049762124e-01
-9.546001719004446606e-01	-5.106648362075101311e-01
-4.101524742890234609e-01	-9.677543998948947568e-01
7.704913111780122836e-01	-6.384751770790921821e-01
5.095266080497907746e-01	9.345625414976221901e-01
1.999899659468694635e-01	8.816939632009458405e-01
6.188443365561996368e-01	-7.421868994116137541e-01
1.585093922749293283e-01	5.345019548937631759e-01
2.962805850164903498e-01	2.162619283716496754e-01
-3.263867355742431919e-01	3.991390875690752904e-01
2.938789370272903989e-01	1.004545142914254230e+00
1.064333790271807967e+00	4.797391923415612880e-02
-3.134477962715312982e-01	2.680244237337415791e-01
5.374065483129809584e-01	-2.409566640080414712e-01
-8.986812776821905269e-01	1.915489521651453919e-01
-5.154544631616008177e-01	9.878271863445518830e-02
-2.106746158781016426e-02	5.519683525419633030e-01
7.658728030677789400e-01	-6.253063393304592044e-01
-1.942228301017121239e-01	-3.382945526885472454e-01
-3.722117303262184040e-01	-2.985862602213857908e-01
1.792034719557068778e-01	4.672469798532280505e-01
6.481915682444421289e-01	8.261287028933081977e-01
-4.351135379804869086e-01	1.966414857072372457e-02
-6.904406327309511315e-01	7.844494925342475611e-01
1.010318723202466629e+00	4.839474592652109886e-01
-2.296501825196484436e-01	4.839947765273919233e-01
4.997219071600303986e-01	-1.056502250131827608e-01
1.007380445266092162e+00	1.148832071396661270e-01
-6.035771511688579199e-02	-5.337006842820949393e-01
-8.996842052140553436e-01	-2.814347264183610919e-01
-3.640484313062767319e-01	2.659851191073762666e-01
3.908158286622717692e-01	2.387337179573983392e-01
1.126226743161066468e-01	-5.262818921338785483e-01
-5.405027353136220292e-01	-8.502866950350324027e-03
2.242249691236227749e-01	4.915584495018665012e-01
3.090922148281664561e-01	-3.991885359740635630e-01
-2.937778258240791862e-01	5.205881081127191612e-01
-9.308139523178649011e-02	-1.063164105583596086e+00
8.844128288296756457e-01	-5.346888767508500839e-01
4.251290450753290040e-01	8.940544522171570696e-01
5.991838661672881372e-01	3.575404811257012344e-02
-9.585047727887485713e-04	1.001594201199121459e+00
-7.818647373555598357e-01	5.144183976700895666e-01
6.865296693684217466e-01	6.659844868182592803e-01
-5.146489986691518137e-01	2.213451366426720524e-02
-1.443786785558890950e-01	1.116974586929782243e+00
-3.436944329699216372e-01	-2.492106732803714697e-01
-3.704160050266309123e-01	-3.307872668298708074e-01
-2.651800096183002386e-01	-3.777713225240307837e-01
-1.072451382604086678e+00	-2.603452370375027303e-01
7.990251558755865346e-01	-3.956992310588364758e-01
